player_id,name,team,position,rating,uncertainty,seasons_used,opportunities,data_confidence,as_of_season,as_of_week,model_version,explanation
00-0039150,Bryce Young,CAR,QB,57.11,2.04,3,1507.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8296,""season_count"":3.0,""weighted_observed_rating"":57.11}"
00-0038102,Kenny Pickett,CAR,QB,50.96,6.32,4,862.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4737,""season_count"":4.0,""weighted_observed_rating"":50.96}"
00-0041149,Haynes King,CAR,QB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0035251,Will Grier,CAR,QB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0036555,Chuba Hubbard,CAR,RB,58.6,2.74,4,871.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7721,""season_count"":4.0,""weighted_observed_rating"":58.6}"
00-0040644,Trevor Etienne,CAR,RB,53.69,8.67,1,23.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2771,""season_count"":1.0,""weighted_observed_rating"":53.69}"
00-0036265,AJ Dillon,CAR,RB,53.18,6.63,3,450.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4475,""season_count"":3.0,""weighted_observed_rating"":53.18}"
00-0040260,Ahmani Marshall,CAR,RB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040394,Anthony Tyus III,CAR,RB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0041485,Miles Davis,CAR,RB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0039344,Jonathon Brooks,CAR,RB,49.98,10.0,1,12.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1667,""season_count"":1.0,""weighted_observed_rating"":49.98}"
00-0036962,Tre'von Moehrig,CAR,S,62.5,5.34,5,4106.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5551,""season_count"":5.0,""weighted_observed_rating"":62.5}"
00-0036356,Isaiah Simmons,CAR,S,57.65,9.1,5,1456.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2415,""season_count"":5.0,""weighted_observed_rating"":57.65}"
00-0040159,Lathan Ransom,CAR,S,55.04,9.84,5,340.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1798,""season_count"":5.0,""weighted_observed_rating"":55.04}"
00-0035669,Nick Scott,CAR,S,53.58,5.92,5,2916.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5066,""season_count"":5.0,""weighted_observed_rating"":53.58}"
00-0039601,Demani Richardson,CAR,S,51.47,10.02,5,433.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1647,""season_count"":5.0,""weighted_observed_rating"":51.47}"
00-0040044,Zion Childress,CAR,S,50.05,11.86,5,9.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0113,""season_count"":5.0,""weighted_observed_rating"":50.05}"
00-0041076,Zakee Wheatley,CAR,S,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0031610,Darren Waller,CAR,TE,64.33,3.96,3,191.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6696,""season_count"":3.0,""weighted_observed_rating"":64.33}"
00-0040187,Mitchell Evans,CAR,TE,58.92,3.31,1,65.5,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7238,""season_count"":1.0,""weighted_observed_rating"":58.92}"
00-0037005,Tommy Tremble,CAR,TE,58.67,2.5,4,369.8,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7913,""season_count"":4.0,""weighted_observed_rating"":58.67}"
00-0039356,Ja'Tavion Sanders,CAR,TE,57.56,3.05,2,154.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7461,""season_count"":2.0,""weighted_observed_rating"":57.56}"
00-0040392,Caden Prieskorn,CAR,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0036825,Feleipe Franks,CAR,TE,48.13,10.02,3,19.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1646,""season_count"":3.0,""weighted_observed_rating"":48.13}"
00-0039491,Jalen Coker,CAR,WR,62.86,3.9,2,144.8,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6746,""season_count"":2.0,""weighted_observed_rating"":62.86}"
00-0040124,Tetairoa McMillan,CAR,WR,61.2,2.22,1,154.2,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.815,""season_count"":1.0,""weighted_observed_rating"":61.2}"
00-0039342,Xavier Legette,CAR,WR,54.98,2.91,2,220.3,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7577,""season_count"":2.0,""weighted_observed_rating"":54.98}"
00-0038840,Brycen Tremayne,CAR,WR,54.17,7.55,2,47.5,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3705,""season_count"":2.0,""weighted_observed_rating"":54.17}"
00-0038667,Elijah Cooks,CAR,WR,53.79,10.04,2,19.7,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1631,""season_count"":2.0,""weighted_observed_rating"":53.79}"
00-0033589,David Moore,CAR,WR,53.24,6.81,3,125.7,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4326,""season_count"":3.0,""weighted_observed_rating"":53.24}"
00-0040218,Jimmy Horn Jr.,CAR,WR,53.21,7.04,1,24.7,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4134,""season_count"":1.0,""weighted_observed_rating"":53.21}"
00-0037614,John Metchie III,CAR,WR,53.13,4.19,3,189.3,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6509,""season_count"":3.0,""weighted_observed_rating"":53.13}"
00-0039394,Casey Washington,CAR,WR,52.95,8.41,2,32.2,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2994,""season_count"":2.0,""weighted_observed_rating"":52.95}"
00-0041047,Chris Brazzell II,CAR,WR,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040265,Ja'Seem Reed,CAR,WR,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040531,Roc Taylor,CAR,WR,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0038111,Kyler Gordon,CHI,CB,64.43,7.05,5,2352.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4125,""season_count"":5.0,""weighted_observed_rating"":64.43}"
00-0039071,Tyrique Stevenson,CHI,CB,58.61,6.54,5,2230.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.455,""season_count"":5.0,""weighted_observed_rating"":58.61}"
00-0036292,Jaylon Johnson,CHI,CB,57.03,6.23,5,2782.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4812,""season_count"":5.0,""weighted_observed_rating"":57.03}"
00-0039454,Beanie Bishop,CHI,CB,54.15,10.32,5,552.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.14,""season_count"":5.0,""weighted_observed_rating"":54.15}"
00-0037106,Jaylon Jones,CHI,CB,54.02,9.42,5,728.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2152,""season_count"":5.0,""weighted_observed_rating"":54.02}"
00-0038568,Clark Phillips III,CHI,CB,53.64,8.94,5,858.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2548,""season_count"":5.0,""weighted_observed_rating"":53.64}"
00-0037395,Dallis Flowers,CHI,CB,52.4,9.36,5,603.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2201,""season_count"":5.0,""weighted_observed_rating"":52.4}"
00-0037129,Josh Blackwell,CHI,CB,51.93,10.58,5,260.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.118,""season_count"":5.0,""weighted_observed_rating"":51.93}"
00-0039378,Deantre Prince,CHI,CB,50.57,11.17,5,105.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0692,""season_count"":5.0,""weighted_observed_rating"":50.57}"
00-0040550,Dontae Manning,CHI,CB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041060,Malik Muhammad,CHI,CB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041300,William Wright,CHI,CB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0031583,Grady Jarrett,CHI,DL,60.68,5.94,5,2529.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5047,""season_count"":5.0,""weighted_observed_rating"":60.68}"
00-0034320,Kentavius Street,CHI,DL,58.47,7.22,5,1282.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3987,""season_count"":5.0,""weighted_observed_rating"":58.47}"
00-0036366,Neville Gallimore,CHI,DL,57.94,6.71,5,1423.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4412,""season_count"":5.0,""weighted_observed_rating"":57.94}"
00-0041171,Jayden Loving,CHI,DL,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041110,Jordan van den Berg,CHI,DL,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0035647,Montez Sweat,CHI,EDGE,65.32,5.52,5,2891.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5402,""season_count"":5.0,""weighted_observed_rating"":65.32}"
00-0036480,Dayo Odeyingbo,CHI,EDGE,57.9,5.97,5,2255.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5028,""season_count"":5.0,""weighted_observed_rating"":57.9}"
00-0035386,T.J. Edwards,CHI,EDGE,57.38,5.42,5,3707.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5484,""season_count"":5.0,""weighted_observed_rating"":57.38}"
00-0037109,Jack Sanborn,CHI,EDGE,55.98,6.98,5,1209.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4186,""season_count"":5.0,""weighted_observed_rating"":55.98}"
00-0039840,Austin Booker,CHI,EDGE,55.85,8.03,5,807.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3309,""season_count"":5.0,""weighted_observed_rating"":55.85}"
00-0034344,Marcus Davenport,CHI,EDGE,54.45,7.69,5,979.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3595,""season_count"":5.0,""weighted_observed_rating"":54.45}"
00-0036337,James Lynch,CHI,EDGE,53.53,7.77,5,857.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3529,""season_count"":5.0,""weighted_observed_rating"":53.53}"
00-0037271,D'Marco Jackson,CHI,EDGE,52.96,9.18,5,336.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2347,""season_count"":5.0,""weighted_observed_rating"":52.96}"
00-0037544,Nephi Sewell,CHI,EDGE,52.36,10.35,5,152.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1372,""season_count"":5.0,""weighted_observed_rating"":52.36}"
00-0036634,Tony Fields II,CHI,EDGE,51.34,10.26,5,528.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1447,""season_count"":5.0,""weighted_observed_rating"":51.34}"
00-0038390,Noah Sewell,CHI,EDGE,51.06,9.31,5,443.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2245,""season_count"":5.0,""weighted_observed_rating"":51.06}"
00-0037843,Daniel Hardy,CHI,EDGE,51.02,10.53,5,128.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1226,""season_count"":5.0,""weighted_observed_rating"":51.02}"
00-0040741,Shemar Turner,CHI,EDGE,50.81,10.87,5,78.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.094,""season_count"":5.0,""weighted_observed_rating"":50.81}"
00-0036239,Jonathan Garvin,CHI,EDGE,50.66,11.39,5,197.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0511,""season_count"":5.0,""weighted_observed_rating"":50.66}"
00-0040167,Ruben Hyppolite II,CHI,EDGE,50.05,11.39,5,35.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0511,""season_count"":5.0,""weighted_observed_rating"":50.05}"
00-0039461,Jamree Kromah,CHI,EDGE,50.02,11.92,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0066,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0038716,Jeremiah Martin,CHI,EDGE,50.02,11.92,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0066,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0031203,Cairo Santos,CHI,K,59.21,1.68,4,246.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8603,""season_count"":4.0,""weighted_observed_rating"":59.21}"
00-0035525,Devin Bush,CHI,LB,60.04,6.03,5,2278.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4971,""season_count"":5.0,""weighted_observed_rating"":60.04}"
00-0036870,Buddy Johnson,CHI,LB,50.71,11.46,5,35.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0449,""season_count"":5.0,""weighted_observed_rating"":50.71}"
00-0039587,Antonio Grier Jr.,CHI,LB,50.03,11.92,5,6.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0069,""season_count"":5.0,""weighted_observed_rating"":50.03}"
00-0041085,Keyshaun Elliott,CHI,LB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041408,Wayne Matthews II,CHI,LB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0032391,Joe Thuney,CHI,OL,71.48,2.06,4,4362.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8284,""season_count"":4.0,""weighted_observed_rating"":71.48}"
00-0035588,Garrett Bradbury,CHI,OL,69.24,2.24,4,3874.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8137,""season_count"":4.0,""weighted_observed_rating"":69.24}"
00-0036258,Jonah Jackson,CHI,OL,66.49,3.19,4,3055.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7342,""season_count"":4.0,""weighted_observed_rating"":66.49}"
00-0038932,Darnell Wright,CHI,OL,64.57,2.13,3,3229.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8229,""season_count"":3.0,""weighted_observed_rating"":64.57}"
00-0037081,Braxton Jones,CHI,OL,58.63,4.21,4,2694.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6492,""season_count"":4.0,""weighted_observed_rating"":58.63}"
00-0039459,Theo Benedet,CHI,OL,53.51,3.42,1,577.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.715,""season_count"":1.0,""weighted_observed_rating"":53.51}"
00-0040740,Ozzy Trapilo,CHI,OL,51.99,3.83,1,490.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6806,""season_count"":1.0,""weighted_observed_rating"":51.99}"
00-0039382,Christian Jones,CHI,OL,50.77,9.08,1,74.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2434,""season_count"":1.0,""weighted_observed_rating"":50.77}"
00-0041164,Caden Barnett,CHI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0041169,Jaren Kump,CHI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0041539,Logan Jones,CHI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0038595,Jordan McFadden,CHI,OL,49.15,10.89,3,166.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0928,""season_count"":3.0,""weighted_observed_rating"":49.15}"
00-0040210,Luke Newman,CHI,OL,48.85,10.82,1,25.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.098,""season_count"":1.0,""weighted_observed_rating"":48.85}"
00-0039624,Kyle Hergel,CHI,OL,48.22,10.04,1,45.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1636,""season_count"":1.0,""weighted_observed_rating"":48.22}"
00-0039745,Tory Taylor,CHI,OTHER,58.15,4.95,2,283.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5873,""season_count"":2.0,""weighted_observed_rating"":58.15}"
00-0041167,Beau Gardner,CHI,OTHER,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0039918,Caleb Williams,CHI,QB,61.56,1.7,2,1222.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8585,""season_count"":2.0,""weighted_observed_rating"":61.56}"
00-0038416,Tyson Bagent,CHI,QB,50.87,10.2,3,154.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.15,""season_count"":3.0,""weighted_observed_rating"":50.87}"
00-0041172,Miller Moss,CHI,QB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0028986,Case Keenum,CHI,QB,46.54,9.01,2,66.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2488,""season_count"":2.0,""weighted_observed_rating"":46.54}"
00-0036275,D'Andre Swift,CHI,RB,61.03,2.23,4,1023.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8142,""season_count"":4.0,""weighted_observed_rating"":61.03}"
00-0040236,Kyle Monangai,CHI,RB,60.56,2.78,1,199.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7683,""season_count"":1.0,""weighted_observed_rating"":60.56}"
00-0039021,Roschon Johnson,CHI,RB,54.58,8.02,3,198.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3315,""season_count"":3.0,""weighted_observed_rating"":54.58}"
00-0037329,Brittain Brown,CHI,RB,53.37,10.91,1,6.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0909,""season_count"":1.0,""weighted_observed_rating"":53.37}"
00-0036020,Salvon Ahmed,CHI,RB,52.71,8.06,2,58.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3284,""season_count"":2.0,""weighted_observed_rating"":52.71}"
00-0038440,Zavier Scott,CHI,RB,50.51,6.67,1,48.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4444,""season_count"":1.0,""weighted_observed_rating"":50.51}"
00-0038136,Coby Bryant,CHI,S,59.5,6.06,5,2666.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4947,""season_count"":5.0,""weighted_observed_rating"":59.5}"
00-0035357,Cam Lewis,CHI,S,57.1,7.14,5,1217.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4049,""season_count"":5.0,""weighted_observed_rating"":57.1}"
00-0033579,Xavier Woods,CHI,S,57.06,5.69,5,3541.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5256,""season_count"":5.0,""weighted_observed_rating"":57.06}"
00-0037096,Elijah Hicks,CHI,S,51.96,8.2,5,1074.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3169,""season_count"":5.0,""weighted_observed_rating"":51.96}"
00-0038411,Anthony Johnson,CHI,S,51.43,10.82,5,327.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.098,""season_count"":5.0,""weighted_observed_rating"":51.43}"
00-0038696,Keidron Smith,CHI,S,50.27,10.89,5,88.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0926,""season_count"":5.0,""weighted_observed_rating"":50.27}"
00-0041538,Dillon Thieneman,CHI,S,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041021,Marlen Sewell,CHI,S,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041175,Skyler Thomas,CHI,S,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0040126,Colston Loveland,CHI,TE,69.24,2.12,1,116.8,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8237,""season_count"":1.0,""weighted_observed_rating"":69.24}"
00-0036290,Cole Kmet,CHI,TE,66.28,1.77,4,601.8,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8524,""season_count"":4.0,""weighted_observed_rating"":66.28}"
00-0041170,Hayden Large,CHI,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0039843,Qadir Ismail,CHI,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0041558,Sam Roush,CHI,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0035039,Stephen Carlson,CHI,TE,49.43,10.98,1,2.3,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0854,""season_count"":1.0,""weighted_observed_rating"":49.43}"
